Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_2463,101096,HAV_2463_S12_R1_001.fastq.gz,CHECK,-N,S,sp1,spb2,rep1,NF,3221,Y2018,B73xMo17,NA
HAV_2464,82466,HAV_2464_S20_R1_001.fastq.gz,CML52,-N,S,sp2,spb2,rep1,GL,3277,Y2018,PI 595561,ts
HAV_2465,127276,HAV_2465_S28_R1_001.fastq.gz,CML52,-N,S,sp2,spb2,rep2,CRG,3278,Y2018,PI 595561,ts
HAV_2466,113504,HAV_2466_S36_R1_001.fastq.gz,CHECK,-N,S,sp2,spb3,rep1,GL,3284,Y2018,B73xMo17,NA
HAV_2467,29800,HAV_2467_S44_R1_001.fastq.gz,T232,-N,S,sp2,spb3,rep1,NC,3285,Y2018,PI 550522,mixed
HAV_2468,101603,HAV_2468_S52_R1_001.fastq.gz,T232,-N,S,sp2,spb3,rep2,NC,3286,Y2018,PI 550522,mixed
HAV_2469,98883,HAV_2469_S60_R1_001.fastq.gz,TZI8,-N,S,sp2,spb3,rep1,CRG,3287,Y2018,PI 506246,ts
HAV_2470,114865,HAV_2470_S5_R1_001.fastq.gz,TZI8,-N,S,sp2,spb3,rep2,GL,3288,Y2018,PI 506246,ts
HAV_2471,106178,HAV_2471_S13_R1_001.fastq.gz,B73,-N,S,sp3,spb1,rep1,GL,3305,Y2018,PI 550473,ss
HAV_2472,100893,HAV_2472_S21_R1_001.fastq.gz,B73,-N,S,sp3,spb1,rep2,MAM,3306,Y2018,PI 550473,ss
HAV_2473,110413,HAV_2473_S29_R1_001.fastq.gz,CHECK,-N,S,sp3,spb1,rep1,GL,3316,Y2018,B73xMo17,NA
HAV_2474,130074,HAV_2474_S37_R1_001.fastq.gz,M37W,-N,S,sp3,spb2,rep1,GL,3323,Y2018,Ames 27133,mixed
HAV_2475,75665,HAV_2475_S45_R1_001.fastq.gz,M37W,-N,S,sp3,spb2,rep2,GL,3324,Y2018,Ames 27133,mixed
HAV_2476,126059,HAV_2476_S53_R1_001.fastq.gz,CHECK2,-N,S,sp3,spb2,rep1,GL,3332,Y2018,B37xMo17,NA
HAV_2477,100877,HAV_2477_S61_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep1,MAM,3350,Y2018,B73xMo17,NA
HAV_2478,124132,HAV_2478_S6_R1_001.fastq.gz,CHECK2,-N,S,sp4,spb2,rep1,GL,3367,Y2018,B37xMo17,NA
HAV_2479,128092,HAV_2479_S14_R1_001.fastq.gz,CHECK,-N,S,sp4,spb2,rep1,GL,3374,Y2018,B73xMo17,NA
HAV_2480,101460,HAV_2480_S22_R1_001.fastq.gz,M162W,-N,S,sp4,spb2,rep1,GL,3379,Y2018,Ames 27134,nss
HAV_2481,116913,HAV_2481_S30_R1_001.fastq.gz,M162W,-N,S,sp4,spb2,rep2,MAM,3380,Y2018,Ames 27134,nss
HAV_2482,116034,HAV_2482_S38_R1_001.fastq.gz,CHECK2,-N,S,sp4,spb3,rep1,GL,3383,Y2018,B37xMo17,NA
HAV_2483,77860,HAV_2483_S46_R1_001.fastq.gz,B97,-N,S,sp3,spb1,rep1,GL,3415,Y2018,PI 564682,nss
HAV_2484,118775,HAV_2484_S54_R1_001.fastq.gz,B97,-N,S,sp3,spb1,rep2,GL,3416,Y2018,PI 564682,nss
HAV_2485,107108,HAV_2485_S62_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep1,CRG,3417,Y2018,B73xMo17,NA
HAV_2486,119649,HAV_2486_S7_R1_001.fastq.gz,CML103,-N,S,sp3,spb2,rep1,GL,3431,Y2018,Ames 27081,ts
HAV_2487,102318,HAV_2487_S15_R1_001.fastq.gz,CML103,-N,S,sp3,spb2,rep2,NF,3432,Y2018,Ames 27081,ts
HAV_2488,94056,HAV_2488_S23_R1_001.fastq.gz,CHECK,-N,S,sp3,spb3,rep1,NF,3433,Y2018,B73xMo17,NA
HAV_2489,79984,HAV_2489_S31_R1_001.fastq.gz,CHECK2,-N,S,sp3,spb3,rep1,GL,3448,Y2018,B37xMo17,NA
HAV_2490,109431,HAV_2490_S39_R1_001.fastq.gz,HP301,-N,S,sp4,spb1,rep1,GL,3453,Y2018,PI 587131,popcorn
HAV_2491,55981,HAV_2491_S47_R1_001.fastq.gz,HP301,-N,S,sp4,spb1,rep2,NF,3454,Y2018,PI 587131,popcorn
HAV_2492,103616,HAV_2492_S55_R1_001.fastq.gz,RTH3,-N,S,sp4,spb1,rep1,NF,3457,Y2018,roothairless3,NA
HAV_2493,94749,HAV_2493_S63_R1_001.fastq.gz,RTH3,-N,S,sp4,spb1,rep2,NF,3458,Y2018,roothairless3,NA
HAV_2494,28859,HAV_2494_S8_R1_001.fastq.gz,NC350,-N,S,sp4,spb2,rep1,NF,3475,Y2018,Ames 27171,ts
HAV_2495,98091,HAV_2495_S16_R1_001.fastq.gz,NC350,-N,S,sp4,spb2,rep2,MAM,3476,Y2018,Ames 27171,ts
HAV_2496,92874,HAV_2496_S24_R1_001.fastq.gz,CHECK,-N,S,sp4,spb3,rep1,GL,3485,Y2018,B73xMo17,NA
HAV_2497,115355,HAV_2497_S32_R1_001.fastq.gz,VA102,-N,S,sp4,spb3,rep1,MAM,3493,Y2018,PI 587151,nss
HAV_2498,116730,HAV_2498_S40_R1_001.fastq.gz,VA102,-N,S,sp4,spb3,rep2,JRA,3494,Y2018,PI 587151,nss
HAV_2499,45744,HAV_2499_S48_R1_001.fastq.gz,CHECK2,-N,S,sp3,spb1,rep1,GL,3512,Y2018,B37xMo17,NA
HAV_2500,125198,HAV_2500_S56_R1_001.fastq.gz,IL14H,-N,S,sp3,spb2,rep1,GL,3519,Y2018,Ames 27118,sweet
HAV_2501,2837,HAV_2501_S64_R1_001.fastq.gz,IL14H,-N,S,sp3,spb2,rep2,GL,3520,Y2018,Ames 27118,sweet
HAV_2502,108741,HAV_2502_S65_R1_001.fastq.gz,CHECK2,-N,S,sp4,spb1,rep1,BAS,3559,Y2018,B37xMo17,NA
HAV_2503,91702,HAV_2503_S73_R1_001.fastq.gz,N28HT,-N,S,sp4,spb2,rep1,JRA,3573,Y2018,Ames 27138,mixed
HAV_2504,76549,HAV_2504_S81_R1_001.fastq.gz,N28HT,-N,S,sp4,spb2,rep2,MAM,3574,Y2018,Ames 27138,mixed
HAV_2505,95739,HAV_2505_S89_R1_001.fastq.gz,NC358,-N,S,sp4,spb3,rep1,MAM,3581,Y2018,Ames 27175,ts
HAV_2506,94619,HAV_2506_S97_R1_001.fastq.gz,NC358,-N,S,sp4,spb3,rep2,BAS,3582,Y2018,Ames 27175,ts
HAV_2507,51556,HAV_2507_S105_R1_001.fastq.gz,OH603,-N,S,sp4,spb3,rep1,ALB,3591,Y2018,PI 573098,mixed
HAV_2508,84634,HAV_2508_S113_R1_001.fastq.gz,OH603,-N,S,sp4,spb3,rep2,ALB,3592,Y2018,PI 573098,mixed
HAV_2509,98159,HAV_2509_S121_R1_001.fastq.gz,CHECK2,+N,S,sp1,spb1,rep1,MAM,4003,Y2018,B37xMo17,NA
HAV_2510,49035,HAV_2510_S66_R1_001.fastq.gz,VA102,+N,S,sp1,spb3,rep1,MAM,4037,Y2018,PI 587151,nss
HAV_2511,102348,HAV_2511_S74_R1_001.fastq.gz,VA102,+N,S,sp1,spb3,rep2,MAM,4038,Y2018,PI 587151,nss
HAV_2512,64357,HAV_2512_S82_R1_001.fastq.gz,CHECK2,+N,S,sp1,spb3,rep1,NF,4043,Y2018,B37xMo17,NA
HAV_2513,98069,HAV_2513_S90_R1_001.fastq.gz,OH603,+N,S,sp1,spb3,rep1,MAM,4045,Y2018,PI 573098,mixed
HAV_2514,92156,HAV_2514_S98_R1_001.fastq.gz,OH603,+N,S,sp1,spb3,rep2,GL,4046,Y2018,PI 573098,mixed
HAV_2515,36876,HAV_2515_S106_R1_001.fastq.gz,CHECK,+N,S,sp2,spb2,rep1,NF,4067,Y2018,B73xMo17,NA
HAV_2516,78716,HAV_2516_S114_R1_001.fastq.gz,CML52,+N,S,sp2,spb2,rep1,ALB,4073,Y2018,PI 595561,ts
HAV_2517,90426,HAV_2517_S122_R1_001.fastq.gz,CML52,+N,S,sp2,spb2,rep2,MAM,4074,Y2018,PI 595561,ts
HAV_2518,88472,HAV_2518_S67_R1_001.fastq.gz,T232,+N,S,sp2,spb3,rep1,GL,4081,Y2018,PI 550522,mixed
HAV_2519,78188,HAV_2519_S75_R1_001.fastq.gz,T232,+N,S,sp2,spb3,rep2,GL,4082,Y2018,PI 550522,mixed
HAV_2520,57404,HAV_2520_S83_R1_001.fastq.gz,CHECK2,+N,S,sp2,spb3,rep1,GL,4086,Y2018,B37xMo17,NA
HAV_2521,91428,HAV_2521_S91_R1_001.fastq.gz,HP301,+N,S,sp1,spb1,rep1,GL,4107,Y2018,PI 587131,popcorn
HAV_2522,94745,HAV_2522_S99_R1_001.fastq.gz,HP301,+N,S,sp1,spb1,rep2,GL,4108,Y2018,PI 587131,popcorn
HAV_2523,46680,HAV_2523_S107_R1_001.fastq.gz,M162W,+N,S,sp1,spb2,rep1,GL,4119,Y2018,Ames 27134,nss
HAV_2524,81516,HAV_2524_S115_R1_001.fastq.gz,M162W,+N,S,sp1,spb2,rep2,GL,4120,Y2018,Ames 27134,nss
HAV_2525,86393,HAV_2525_S123_R1_001.fastq.gz,NC350,+N,S,sp1,spb2,rep1,GL,4121,Y2018,Ames 27171,ts
HAV_2526,75755,HAV_2526_S68_R1_001.fastq.gz,NC350,+N,S,sp1,spb2,rep2,GL,4122,Y2018,Ames 27171,ts
HAV_2527,87175,HAV_2527_S76_R1_001.fastq.gz,CHECK2,+N,S,sp1,spb2,rep1,NF,4124,Y2018,B37xMo17,NA
HAV_2528,36919,HAV_2528_S84_R1_001.fastq.gz,N28HT,+N,S,sp1,spb2,rep1,GL,4131,Y2018,Ames 27138,mixed
HAV_2529,103100,HAV_2529_S92_R1_001.fastq.gz,N28HT,+N,S,sp1,spb2,rep2,NJK,4132,Y2018,Ames 27138,mixed
HAV_2530,75036,HAV_2530_S100_R1_001.fastq.gz,CML333,+N,S,sp2,spb1,rep1,NF,4151,Y2018,Ames 27101,ts
HAV_2531,46999,HAV_2531_S108_R1_001.fastq.gz,CML333,+N,S,sp2,spb1,rep2,NJK,4152,Y2018,Ames 27101,ts
HAV_2532,85163,HAV_2532_S116_R1_001.fastq.gz,CHECK,+N,S,sp2,spb1,rep1,NF,4157,Y2018,B73xMo17,NA
HAV_2533,84415,HAV_2533_S124_R1_001.fastq.gz,CML277,+N,S,sp2,spb1,rep1,GL,4159,Y2018,PI 595550,ts
HAV_2534,92223,HAV_2534_S69_R1_001.fastq.gz,CML277,+N,S,sp2,spb1,rep2,GL,4160,Y2018,PI 595550,ts
HAV_2535,96386,HAV_2535_S77_R1_001.fastq.gz,CML69,+N,S,sp2,spb2,rep1,GL,4175,Y2018,Ames 28184,ts
HAV_2536,94792,HAV_2536_S85_R1_001.fastq.gz,CML69,+N,S,sp2,spb2,rep2,NF,4176,Y2018,Ames 28184,ts
HAV_2537,113267,HAV_2537_S93_R1_001.fastq.gz,CHECK,+N,S,sp2,spb3,rep1,ALB,4191,Y2018,B73xMo17,NA
HAV_2538,111936,HAV_2538_S101_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep1,MAM,4209,Y2018,B73xMo17,NA
HAV_2539,61235,HAV_2539_S109_R1_001.fastq.gz,CHECK,+N,S,sp1,spb2,rep1,NF,4232,Y2018,B73xMo17,NA
HAV_2540,97450,HAV_2540_S117_R1_001.fastq.gz,CHECK,+N,S,sp1,spb3,rep1,NF,4238,Y2018,B73xMo17,NA
HAV_2541,103404,HAV_2541_S1_R1_001.fastq.gz,NC358,+N,S,sp1,spb3,rep1,GL,4241,Y2018,Ames 27175,ts
HAV_2542,134647,HAV_2542_S70_R1_001.fastq.gz,NC358,+N,S,sp1,spb3,rep2,ALB,4242,Y2018,Ames 27175,ts
HAV_2543,89291,HAV_2543_S78_R1_001.fastq.gz,CHECK2,+N,S,sp2,spb1,rep1,NF,4249,Y2018,B37xMo17,NA
HAV_2544,83871,HAV_2544_S86_R1_001.fastq.gz,CML228,+N,S,sp2,spb1,rep1,MAM,4261,Y2018,Ames 27088,ts
HAV_2545,97726,HAV_2545_S94_R1_001.fastq.gz,CML228,+N,S,sp2,spb1,rep2,GL,4262,Y2018,Ames 27088,ts
HAV_2546,102943,HAV_2546_S102_R1_001.fastq.gz,CHECK2,+N,S,sp2,spb2,rep1,GL,4271,Y2018,B37xMo17,NA
HAV_2547,57104,HAV_2547_S110_R1_001.fastq.gz,MS71,+N,S,sp2,spb3,rep1,ALB,4291,Y2018,PI 587137,nss
HAV_2548,108564,HAV_2548_S118_R1_001.fastq.gz,MS71,+N,S,sp2,spb3,rep2,ALB,4292,Y2018,PI 587137,nss
HAV_2549,96377,HAV_2549_S126_R1_001.fastq.gz,TZI8,+N,S,sp2,spb3,rep1,ALB,4293,Y2018,PI 506246,ts
HAV_2550,84749,HAV_2550_S71_R1_001.fastq.gz,TZI8,+N,S,sp2,spb3,rep2,ALB,4294,Y2018,PI 506246,ts
HAV_2551,95822,HAV_2551_S79_R1_001.fastq.gz,CHECK,+N,S,sp3,spb1,rep1,MAM,4316,Y2018,B73xMo17,NA
HAV_2552,92185,HAV_2552_S87_R1_001.fastq.gz,CHECK,+N,S,sp3,spb3,rep1,BAS,4338,Y2018,B73xMo17,NA
HAV_2553,97923,HAV_2553_S95_R1_001.fastq.gz,OH43,+N,S,sp3,spb3,rep1,MAM,4347,Y2018,Ames 19288,nss
HAV_2554,112206,HAV_2554_S103_R1_001.fastq.gz,OH43,+N,S,sp3,spb3,rep2,BAS,4348,Y2018,Ames 19288,nss
HAV_2555,62059,HAV_2555_S111_R1_001.fastq.gz,B73,+N,S,sp4,spb1,rep1,CRG,4351,Y2018,PI 550473,ss
HAV_2556,98571,HAV_2556_S119_R1_001.fastq.gz,B73,+N,S,sp4,spb1,rep2,MAM,4352,Y2018,PI 550473,ss
HAV_2557,100845,HAV_2557_S127_R1_001.fastq.gz,CML103,+N,S,sp4,spb2,rep1,MAM,4373,Y2018,Ames 27081,ts
HAV_2558,85917,HAV_2558_S72_R1_001.fastq.gz,CML103,+N,S,sp4,spb2,rep2,MAM,4374,Y2018,Ames 27081,ts
HAV_2559,89142,HAV_2559_S80_R1_001.fastq.gz,IL14H,+N,S,sp4,spb2,rep1,EMS,4375,Y2018,Ames 27118,sweet
HAV_2560,74749,HAV_2560_S88_R1_001.fastq.gz,IL14H,+N,S,sp4,spb2,rep2,CRG,4376,Y2018,Ames 27118,sweet
HAV_2561,79917,HAV_2561_S96_R1_001.fastq.gz,CHECK2,+N,S,sp4,spb3,rep1,MAM,4390,Y2018,B37xMo17,NA
HAV_2562,90793,HAV_2562_S104_R1_001.fastq.gz,CHECK2,+N,S,sp3,spb1,rep1,JRA,4404,Y2018,B37xMo17,NA
HAV_2563,58733,HAV_2563_S112_R1_001.fastq.gz,B76,+N,S,sp3,spb1,rep1,GL,4411,Y2018,PI 550483,ss
HAV_2564,85245,HAV_2564_S120_R1_001.fastq.gz,B76,+N,S,sp3,spb1,rep2,GL,4412,Y2018,PI 550483,ss
HAV_2565,80172,HAV_2565_S128_R1_001.fastq.gz,A554,+N,S,sp3,spb1,rep1,GL,4415,Y2018,PI 587138,nss
HAV_2566,82701,HAV_2566_S1_R1_001.fastq.gz,A554,+N,S,sp3,spb1,rep2,GL,4416,Y2018,PI 587138,nss
HAV_2567,110912,HAV_2567_S9_R1_001.fastq.gz,CHECK2,+N,S,sp4,spb2,rep1,JRA,4476,Y2018,B37xMo17,NA
HAV_2568,96790,HAV_2568_S17_R1_001.fastq.gz,CHECK2,+N,S,sp3,spb2,rep1,NF,4517,Y2018,B37xMo17,NA
HAV_2569,85805,HAV_2569_S25_R1_001.fastq.gz,MT42,+N,S,sp3,spb2,rep1,BAS,4521,Y2018,Ames 20140,mixed
HAV_2570,94364,HAV_2570_S33_R1_001.fastq.gz,MT42,+N,S,sp3,spb2,rep2,NF,4522,Y2018,Ames 20140,mixed
HAV_2571,63200,HAV_2571_S41_R1_001.fastq.gz,CHECK,+N,S,sp3,spb2,rep1,GL,4525,Y2018,B73xMo17,NA
HAV_2572,99221,HAV_2572_S49_R1_001.fastq.gz,CHECK2,+N,S,sp3,spb3,rep1,BAS,4541,Y2018,B37xMo17,NA
HAV_2573,99726,HAV_2573_S57_R1_001.fastq.gz,SD44,+N,S,sp3,spb3,rep1,GL,4545,Y2018,PI 524969,nss
HAV_2574,1564,HAV_2574_S2_R1_001.fastq.gz,SD44,+N,S,sp3,spb3,rep2,GL,4546,Y2018,PI 524969,nss
HAV_2575,96018,HAV_2575_S10_R1_001.fastq.gz,B97,+N,S,sp4,spb1,rep1,ALB,4551,Y2018,PI 564682,nss
HAV_2576,73655,HAV_2576_S18_R1_001.fastq.gz,B97,+N,S,sp4,spb1,rep2,ALB,4552,Y2018,PI 564682,nss
HAV_2577,81542,HAV_2577_S26_R1_001.fastq.gz,CHECK,+N,S,sp4,spb1,rep1,ALB,4559,Y2018,B73xMo17,NA
HAV_2578,99942,HAV_2578_S34_R1_001.fastq.gz,CHECK2,+N,S,sp4,spb1,rep1,ALB,4562,Y2018,B37xMo17,NA
HAV_2579,50249,HAV_2579_S42_R1_001.fastq.gz,RTH3,+N,S,sp4,spb2,rep1,GL,4567,Y2018,roothairless3,NA
HAV_2580,97541,HAV_2580_S50_R1_001.fastq.gz,RTH3,+N,S,sp4,spb2,rep2,GL,4568,Y2018,roothairless3,NA
HAV_2581,57398,HAV_2581_S9_R1_001.fastq.gz,CHECK,+N,S,sp4,spb2,rep1,ALB,4569,Y2018,B73xMo17,NA
HAV_2582,95539,HAV_2582_S3_R1_001.fastq.gz,M37W,+N,S,sp4,spb2,rep1,ALB,4579,Y2018,Ames 27133,mixed
HAV_2583,112991,HAV_2583_S11_R1_001.fastq.gz,M37W,+N,S,sp4,spb2,rep2,EMS,4580,Y2018,Ames 27133,mixed
HAV_2584,82236,HAV_2584_S19_R1_001.fastq.gz,CHECK,+N,S,sp4,spb3,rep1,CRG,4583,Y2018,B73xMo17,NA
HAV_4825,138736,HAV_4825_S1_R1_001.fastq.gz,A641,+N,N,sp1,spb1,rep1,ELA,1001,Y2019,Ames 19311,mixed
HAV_4826,128751,HAV_4826_S10_R1_001.fastq.gz,A641,+N,N,sp1,spb1,rep2,ELA,1001,Y2019,Ames 19311,mixed
HAV_4827,129982,HAV_4827_S19_R1_001.fastq.gz,A641,+N,N,sp1,spb1,rep3,BRA,1001,Y2019,Ames 19311,mixed
HAV_4828,112492,HAV_4828_S27_R1_001.fastq.gz,B76,+N,N,sp1,spb1,rep1,ELA,1003,Y2019,PI 550483,ss
HAV_4829,116545,HAV_4829_S35_R1_001.fastq.gz,B76,+N,N,sp1,spb1,rep2,ELA,1003,Y2019,PI 550483,ss
HAV_4830,141703,HAV_4830_S43_R1_001.fastq.gz,B76,+N,N,sp1,spb1,rep3,BRA,1003,Y2019,PI 550483,ss
HAV_4831,132340,HAV_4831_S51_R1_001.fastq.gz,A654,+N,N,sp1,spb1,rep1,ELA,1006,Y2019,PI 587141,nss
HAV_4832,147003,HAV_4832_S59_R1_001.fastq.gz,A654,+N,N,sp1,spb1,rep2,ELA,1006,Y2019,PI 587141,nss
HAV_4833,117212,HAV_4833_S2_R1_001.fastq.gz,A654,+N,N,sp1,spb1,rep3,BRA,1006,Y2019,PI 587141,nss
HAV_4834,110162,HAV_4834_S11_R1_001.fastq.gz,A239,+N,N,sp1,spb1,rep1,ELA,1008,Y2019,Ames 23405,nss
HAV_4835,82860,HAV_4835_S20_R1_001.fastq.gz,A239,+N,N,sp1,spb1,rep2,ELA,1008,Y2019,Ames 23405,nss
HAV_4836,85106,HAV_4836_S28_R1_001.fastq.gz,A239,+N,N,sp1,spb1,rep3,BRA,1008,Y2019,Ames 23405,nss
HAV_4837,108890,HAV_4837_S36_R1_001.fastq.gz,A682,+N,N,sp1,spb1,rep1,RAM,1009,Y2019,PI 587143,nss
HAV_4838,121422,HAV_4838_S44_R1_001.fastq.gz,A682,+N,N,sp1,spb1,rep2,RAM,1009,Y2019,PI 587143,nss
HAV_4839,115026,HAV_4839_S52_R1_001.fastq.gz,A682,+N,N,sp1,spb1,rep3,BRA,1009,Y2019,PI 587143,nss
HAV_4840,116623,HAV_4840_S60_R1_001.fastq.gz,C123,+N,N,sp1,spb1,rep1,RAM,1011,Y2019,Ames 19313,nss
HAV_4841,127507,HAV_4841_S3_R1_001.fastq.gz,C123,+N,N,sp1,spb1,rep2,RAM,1011,Y2019,Ames 19313,nss
HAV_4842,162945,HAV_4842_S12_R1_001.fastq.gz,C123,+N,N,sp1,spb1,rep3,BRA,1011,Y2019,Ames 19313,nss
HAV_4843,138021,HAV_4843_S21_R1_001.fastq.gz,A554,+N,N,sp1,spb1,rep1,RAM,1013,Y2019,PI 587138,nss
HAV_4844,116390,HAV_4844_S29_R1_001.fastq.gz,A554,+N,N,sp1,spb1,rep2,RAM,1013,Y2019,PI 587138,nss
HAV_4845,115420,HAV_4845_S37_R1_001.fastq.gz,A554,+N,N,sp1,spb1,rep3,BRA,1013,Y2019,PI 587138,nss
HAV_4846,149901,HAV_4846_S45_R1_001.fastq.gz,EP1,+N,N,sp1,spb2,rep1,RAM,1015,Y2019,Ames 27111,mixed
HAV_4847,135812,HAV_4847_S53_R1_001.fastq.gz,EP1,+N,N,sp1,spb2,rep2,RAM,1015,Y2019,Ames 27111,mixed
HAV_4848,122801,HAV_4848_S61_R1_001.fastq.gz,EP1,+N,N,sp1,spb2,rep3,BRA,1015,Y2019,Ames 27111,mixed
HAV_4849,134246,HAV_4849_S4_R1_001.fastq.gz,CHECK,+N,N,sp1,spb2,rep1,MIT,1018,Y2019,B73xMo17,NA
HAV_4850,134658,HAV_4850_S13_R1_001.fastq.gz,CHECK,+N,N,sp1,spb2,rep2,MIT,1018,Y2019,B73xMo17,NA
HAV_4851,132817,HAV_4851_S22_R1_001.fastq.gz,CHECK,+N,N,sp1,spb2,rep3,BRA,1018,Y2019,B73xMo17,NA
HAV_4852,112123,HAV_4852_S30_R1_001.fastq.gz,F7,+N,N,sp1,spb2,rep1,MIT,1020,Y2019,PI 257507,mixed
HAV_4853,119295,HAV_4853_S38_R1_001.fastq.gz,F7,+N,N,sp1,spb2,rep2,MIT,1020,Y2019,PI 257507,mixed
HAV_4854,119228,HAV_4854_S46_R1_001.fastq.gz,F7,+N,N,sp1,spb2,rep3,NAP,1020,Y2019,PI 257507,mixed
HAV_4855,120700,HAV_4855_S54_R1_001.fastq.gz,I29,+N,N,sp1,spb2,rep1,MIT,1021,Y2019,PI 686057,popcorn
HAV_4856,138515,HAV_4856_S62_R1_001.fastq.gz,I29,+N,N,sp1,spb2,rep2,MIT,1021,Y2019,PI 686057,popcorn
HAV_4857,122581,HAV_4857_S5_R1_001.fastq.gz,I29,+N,N,sp1,spb2,rep3,NAP,1021,Y2019,PI 686057,popcorn
HAV_4858,144468,HAV_4858_S14_R1_001.fastq.gz,CO106,+N,N,sp1,spb2,rep1,MIT,1024,Y2019,Ames 27105,nss
HAV_4859,152149,HAV_4859_S23_R1_001.fastq.gz,CO106,+N,N,sp1,spb2,rep2,MIT,1024,Y2019,Ames 27105,nss
HAV_4860,116196,HAV_4860_S31_R1_001.fastq.gz,CO106,+N,N,sp1,spb2,rep3,NAP,1024,Y2019,Ames 27105,nss
HAV_4861,126057,HAV_4861_S39_R1_001.fastq.gz,MS153,+N,N,sp1,spb2,rep1,AMA,1025,Y2019,Ames 24734,nss
HAV_4862,163426,HAV_4862_S47_R1_001.fastq.gz,MS153,+N,N,sp1,spb2,rep2,AMA,1025,Y2019,Ames 24734,nss
HAV_4863,161370,HAV_4863_S55_R1_001.fastq.gz,MS153,+N,N,sp1,spb2,rep3,NAP,1025,Y2019,Ames 24734,nss
HAV_4864,165768,HAV_4864_S63_R1_001.fastq.gz,MT42,+N,N,sp1,spb2,rep1,AMA,1027,Y2019,Ames 20140,mixed
HAV_4865,150417,HAV_4865_S6_R1_001.fastq.gz,MT42,+N,N,sp1,spb2,rep2,AMA,1027,Y2019,Ames 20140,mixed
HAV_4866,98733,HAV_4866_S15_R1_001.fastq.gz,MT42,+N,N,sp1,spb2,rep3,NAP,1027,Y2019,Ames 20140,mixed
HAV_4867,141440,HAV_4867_S24_R1_001.fastq.gz,NC262,+N,N,sp1,spb3,rep1,AMA,1029,Y2019,PI 531085,nss
HAV_4868,109242,HAV_4868_S32_R1_001.fastq.gz,NC262,+N,N,sp1,spb3,rep2,AMA,1029,Y2019,PI 531085,nss
HAV_4869,122614,HAV_4869_S40_R1_001.fastq.gz,NC262,+N,N,sp1,spb3,rep3,NAP,1029,Y2019,PI 531085,nss
HAV_4870,152794,HAV_4870_S48_R1_001.fastq.gz,N192,+N,N,sp1,spb3,rep1,AMA,1031,Y2019,PI 550566,ss
HAV_4871,140086,HAV_4871_S56_R1_001.fastq.gz,N192,+N,N,sp1,spb3,rep2,AMA,1031,Y2019,PI 550566,ss
HAV_4872,151379,HAV_4872_S64_R1_001.fastq.gz,N192,+N,N,sp1,spb3,rep3,NAP,1031,Y2019,PI 550566,ss
HAV_4873,107602,HAV_4873_S7_R1_001.fastq.gz,VA59,+N,N,sp1,spb3,rep1,THO,1034,Y2019,Ames 19016,nss
HAV_4874,87569,HAV_4874_S16_R1_001.fastq.gz,VA59,+N,N,sp1,spb3,rep2,THO,1034,Y2019,Ames 19016,nss
HAV_4875,97979,HAV_4875_S25_R1_001.fastq.gz,VA59,+N,N,sp1,spb3,rep3,NAP,1034,Y2019,Ames 19016,nss
HAV_4876,84704,HAV_4876_S33_R1_001.fastq.gz,NC292,+N,N,sp1,spb3,rep1,THO,1035,Y2019,Ames 27142,ss
HAV_4877,120399,HAV_4877_S41_R1_001.fastq.gz,NC292,+N,N,sp1,spb3,rep2,THO,1035,Y2019,Ames 27142,ss
HAV_4878,101259,HAV_4878_S49_R1_001.fastq.gz,NC292,+N,N,sp1,spb3,rep3,NAP,1035,Y2019,Ames 27142,ss
HAV_4879,120982,HAV_4879_S57_R1_001.fastq.gz,SD44,+N,N,sp1,spb3,rep1,THO,1037,Y2019,PI 524969,nss
HAV_4880,123842,HAV_4880_S65_R1_001.fastq.gz,SD44,+N,N,sp1,spb3,rep2,THO,1037,Y2019,PI 524969,nss
HAV_4881,133848,HAV_4881_S8_R1_001.fastq.gz,SD44,+N,N,sp1,spb3,rep3,ISS,1037,Y2019,PI 524969,nss
HAV_4882,131007,HAV_4882_S17_R1_001.fastq.gz,W182B,+N,N,sp1,spb3,rep1,THO,1040,Y2019,Ames 19330,nss
HAV_4883,106713,HAV_4883_S26_R1_001.fastq.gz,W182B,+N,N,sp1,spb3,rep2,THO,1040,Y2019,Ames 19330,nss
HAV_4884,107144,HAV_4884_S34_R1_001.fastq.gz,W182B,+N,N,sp1,spb3,rep3,ISS,1040,Y2019,Ames 19330,nss
HAV_4885,123828,HAV_4885_S42_R1_001.fastq.gz,CHECK,+N,N,sp1,spb3,rep1,OLA,1042,Y2019,B73xMo17,NA
HAV_4886,119564,HAV_4886_S50_R1_001.fastq.gz,CHECK,+N,N,sp1,spb3,rep2,OLA,1042,Y2019,B73xMo17,NA
HAV_4887,128124,HAV_4887_S58_R1_001.fastq.gz,CHECK,+N,N,sp1,spb3,rep3,ISS,1042,Y2019,B73xMo17,NA
HAV_4888,127883,HAV_4888_S66_R1_001.fastq.gz,CI31A,+N,N,sp2,spb1,rep1,OLA,1044,Y2019,Ames 21512,nss
