Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_6897,106184,HAV_6897_S4_R1_001.fastq.gz,CHECK,-N,S,sp3,spb3,rep3,ZKY,3437,Y2019,B73xMo17,NA
HAV_6898,104345,HAV_6898_S13_R1_001.fastq.gz,W117HT,-N,S,sp3,spb3,rep1,CHM,3439,Y2019,Ames 8399,mixed
HAV_6899,129336,HAV_6899_S22_R1_001.fastq.gz,W117HT,-N,S,sp3,spb3,rep2,CHM,3439,Y2019,Ames 8399,mixed
HAV_6900,101907,HAV_6900_S31_R1_001.fastq.gz,W117HT,-N,S,sp3,spb3,rep3,ZKY,3439,Y2019,Ames 8399,mixed
HAV_6901,88256,HAV_6901_S40_R1_001.fastq.gz,VA102,-N,S,sp3,spb3,rep1,GCS,3442,Y2019,PI 587151,nss
HAV_6902,96171,HAV_6902_S48_R1_001.fastq.gz,VA102,-N,S,sp3,spb3,rep2,GCS,3442,Y2019,PI 587151,nss
HAV_6903,112487,HAV_6903_S56_R1_001.fastq.gz,VA102,-N,S,sp3,spb3,rep3,ZKY,3442,Y2019,PI 587151,nss
HAV_6904,119265,HAV_6904_S64_R1_001.fastq.gz,A632,-N,S,sp4,spb1,rep1,CHM,3444,Y2019,PI 587140,ss
HAV_6905,156512,HAV_6905_S5_R1_001.fastq.gz,A632,-N,S,sp4,spb1,rep2,CHM,3444,Y2019,PI 587140,ss
HAV_6906,147910,HAV_6906_S14_R1_001.fastq.gz,A632,-N,S,sp4,spb1,rep3,ZKY,3444,Y2019,PI 587140,ss
HAV_6907,147938,HAV_6907_S23_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep1,GCS,3445,Y2019,B73xMo17,NA
HAV_6908,127389,HAV_6908_S32_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep2,GCS,3445,Y2019,B73xMo17,NA
HAV_6909,120812,HAV_6909_S41_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep3,ZKY,3445,Y2019,B73xMo17,NA
HAV_6910,116454,HAV_6910_S49_R1_001.fastq.gz,CH701-30,-N,S,sp4,spb1,rep1,CHM,3447,Y2019,Ames 27069,nss
HAV_6911,126355,HAV_6911_S57_R1_001.fastq.gz,CH701-30,-N,S,sp4,spb1,rep2,CHM,3447,Y2019,Ames 27069,nss
HAV_6912,130591,HAV_6912_S65_R1_001.fastq.gz,CH701-30,-N,S,sp4,spb1,rep3,ZKY,3447,Y2019,Ames 27069,nss
HAV_6913,150309,HAV_6913_S6_R1_001.fastq.gz,B14A,-N,S,sp4,spb1,rep1,JYA,3449,Y2019,PI 550461,ss
HAV_6914,112870,HAV_6914_S15_R1_001.fastq.gz,B14A,-N,S,sp4,spb1,rep2,JYA,3449,Y2019,PI 550461,ss
HAV_6915,112326,HAV_6915_S24_R1_001.fastq.gz,B14A,-N,S,sp4,spb1,rep3,ETR,3449,Y2019,PI 550461,ss
HAV_6916,111303,HAV_6916_S33_R1_001.fastq.gz,B77,-N,S,sp4,spb1,rep1,JYA,3451,Y2019,PI 608765,nss
HAV_6917,117340,HAV_6917_S42_R1_001.fastq.gz,B77,-N,S,sp4,spb1,rep2,JYA,3451,Y2019,PI 608765,nss
HAV_6918,105736,HAV_6918_S50_R1_001.fastq.gz,B77,-N,S,sp4,spb1,rep3,ETR,3451,Y2019,PI 608765,nss
HAV_6919,110921,HAV_6919_S58_R1_001.fastq.gz,IDS28,-N,S,sp4,spb1,rep1,JYA,3454,Y2019,PI 686059,popcorn
HAV_6920,118527,HAV_6920_S66_R1_001.fastq.gz,IDS28,-N,S,sp4,spb1,rep2,JYA,3454,Y2019,PI 686059,popcorn
HAV_6921,94451,HAV_6921_S7_R1_001.fastq.gz,IDS28,-N,S,sp4,spb1,rep3,ETR,3454,Y2019,PI 686059,popcorn
HAV_6922,94358,HAV_6922_S16_R1_001.fastq.gz,A680,-N,S,sp4,spb1,rep1,JYA,3455,Y2019,Ames 23503,ss
HAV_6923,90158,HAV_6923_S25_R1_001.fastq.gz,A680,-N,S,sp4,spb1,rep2,JYA,3455,Y2019,Ames 23503,ss
HAV_6924,96580,HAV_6924_S34_R1_001.fastq.gz,A680,-N,S,sp4,spb1,rep3,NAP,3455,Y2019,Ames 23503,ss
HAV_6925,71019,HAV_6925_S43_R1_001.fastq.gz,MO44,-N,S,sp4,spb2,rep1,JYA,3457,Y2019,Ames 28939,nss
HAV_6926,77863,HAV_6926_S51_R1_001.fastq.gz,MO44,-N,S,sp4,spb2,rep2,JYA,3457,Y2019,Ames 28939,nss
HAV_6927,97906,HAV_6927_S59_R1_001.fastq.gz,MO44,-N,S,sp4,spb2,rep3,NAP,3457,Y2019,Ames 28939,nss
HAV_6928,88787,HAV_6928_S67_R1_001.fastq.gz,NC306,-N,S,sp4,spb2,rep1,JYA,3459,Y2019,Ames 27149,ss
HAV_6929,135572,HAV_6929_S8_R1_001.fastq.gz,NC306,-N,S,sp4,spb2,rep2,JYA,3459,Y2019,Ames 27149,ss
HAV_6930,80009,HAV_6930_S17_R1_001.fastq.gz,NC306,-N,S,sp4,spb2,rep3,NAP,3459,Y2019,Ames 27149,ss
HAV_6931,109648,HAV_6931_S26_R1_001.fastq.gz,CHECK,-N,S,sp4,spb2,rep1,JYA,3462,Y2019,B73xMo17,NA
HAV_6932,106969,HAV_6932_S35_R1_001.fastq.gz,CHECK,-N,S,sp4,spb2,rep2,JYA,3462,Y2019,B73xMo17,NA
HAV_6933,78905,HAV_6933_S44_R1_001.fastq.gz,CHECK,-N,S,sp4,spb2,rep3,NAP,3462,Y2019,B73xMo17,NA
HAV_6934,203961,HAV_6934_S95_R1_001.fastq.gz,PA880,-N,S,sp4,spb2,rep1,JYA,3463,Y2019,PI 517974,nss
HAV_6935,117135,HAV_6935_S60_R1_001.fastq.gz,PA880,-N,S,sp4,spb2,rep2,JYA,3463,Y2019,PI 517974,nss
HAV_6936,107243,HAV_6936_S68_R1_001.fastq.gz,PA880,-N,S,sp4,spb2,rep3,NAP,3463,Y2019,PI 517974,nss
HAV_6937,102259,HAV_6937_S69_R1_001.fastq.gz,NC364,-N,S,sp4,spb2,rep1,JYA,3465,Y2019,Ames 27178,mixed
HAV_6938,102396,HAV_6938_S77_R1_001.fastq.gz,NC364,-N,S,sp4,spb2,rep2,JYA,3465,Y2019,Ames 27178,mixed
HAV_6939,109509,HAV_6939_S85_R1_001.fastq.gz,NC364,-N,S,sp4,spb2,rep3,NAP,3465,Y2019,Ames 27178,mixed
HAV_6940,102697,HAV_6940_S93_R1_001.fastq.gz,NC344,-N,S,sp4,spb2,rep1,JYA,3467,Y2019,Ames 27168,nss
HAV_6941,91779,HAV_6941_S101_R1_001.fastq.gz,NC344,-N,S,sp4,spb2,rep2,JYA,3467,Y2019,Ames 27168,nss
HAV_6942,76381,HAV_6942_S109_R1_001.fastq.gz,NC344,-N,S,sp4,spb2,rep3,NAP,3467,Y2019,Ames 27168,nss
HAV_6943,102737,HAV_6943_S117_R1_001.fastq.gz,L317,-N,S,sp4,spb2,rep1,OLA,3469,Y2019,NSL 65873,nss
HAV_6944,104061,HAV_6944_S125_R1_001.fastq.gz,L317,-N,S,sp4,spb2,rep2,OLA,3469,Y2019,NSL 65873,nss
HAV_6945,118839,HAV_6945_S70_R1_001.fastq.gz,L317,-N,S,sp4,spb2,rep3,NAP,3469,Y2019,NSL 65873,nss
HAV_6946,123125,HAV_6946_S78_R1_001.fastq.gz,VA22,-N,S,sp4,spb3,rep1,OLA,3471,Y2019,Ames 19328,nss
HAV_6947,129835,HAV_6947_S86_R1_001.fastq.gz,VA22,-N,S,sp4,spb3,rep2,OLA,3471,Y2019,Ames 19328,nss
HAV_6948,127455,HAV_6948_S94_R1_001.fastq.gz,VA22,-N,S,sp4,spb3,rep3,NAP,3471,Y2019,Ames 19328,nss
HAV_6949,99043,HAV_6949_S102_R1_001.fastq.gz,R4,-N,S,sp4,spb3,rep1,OLA,3473,Y2019,Ames 27187,nss
HAV_6950,89469,HAV_6950_S110_R1_001.fastq.gz,R4,-N,S,sp4,spb3,rep2,OLA,3473,Y2019,Ames 27187,nss
HAV_6951,122410,HAV_6951_S118_R1_001.fastq.gz,R4,-N,S,sp4,spb3,rep3,JYA,3473,Y2019,Ames 27187,nss
HAV_6952,124157,HAV_6952_S126_R1_001.fastq.gz,38-11,-N,S,sp4,spb3,rep1,OLA,3475,Y2019,Ames 31535,nss
HAV_6953,88035,HAV_6953_S71_R1_001.fastq.gz,38-11,-N,S,sp4,spb3,rep2,OLA,3475,Y2019,Ames 31535,nss
HAV_6954,98343,HAV_6954_S79_R1_001.fastq.gz,38-11,-N,S,sp4,spb3,rep3,JYA,3475,Y2019,Ames 31535,nss
HAV_6955,130619,HAV_6955_S87_R1_001.fastq.gz,CI44,-N,S,sp4,spb3,rep1,NAP,3478,Y2019,CIze 44,nss
HAV_6956,94428,HAV_6956_S95_R1_001.fastq.gz,CI44,-N,S,sp4,spb3,rep2,NAP,3478,Y2019,CIze 44,nss
HAV_6957,140469,HAV_6957_S96_R1_001.fastq.gz,CI44,-N,S,sp4,spb3,rep3,JYA,3478,Y2019,CIze 44,nss
HAV_6958,104154,HAV_6958_S111_R1_001.fastq.gz,CI90C,-N,S,sp4,spb3,rep1,NAP,3479,Y2019,Ames 31534,mixed
HAV_6959,99491,HAV_6959_S119_R1_001.fastq.gz,CI90C,-N,S,sp4,spb3,rep2,NAP,3479,Y2019,Ames 31534,mixed
HAV_6960,107763,HAV_6960_S127_R1_001.fastq.gz,CI90C,-N,S,sp4,spb3,rep3,JYA,3479,Y2019,Ames 31534,mixed
HAV_6961,109995,HAV_6961_S72_R1_001.fastq.gz,CI7,-N,S,sp4,spb3,rep1,NAP,3482,Y2019,Ames 28367,nss
HAV_6962,85820,HAV_6962_S80_R1_001.fastq.gz,CI7,-N,S,sp4,spb3,rep2,NAP,3482,Y2019,Ames 28367,nss
HAV_6963,100734,HAV_6963_S88_R1_001.fastq.gz,CI7,-N,S,sp4,spb3,rep3,JYA,3482,Y2019,Ames 28367,nss
HAV_6964,105516,HAV_6964_S96_R1_001.fastq.gz,CHECK,-N,S,sp4,spb3,rep1,NAP,3483,Y2019,B73xMo17,NA
HAV_6965,85120,HAV_6965_S104_R1_001.fastq.gz,CHECK,-N,S,sp4,spb3,rep2,NAP,3483,Y2019,B73xMo17,NA
HAV_6966,72466,HAV_6966_S112_R1_001.fastq.gz,CHECK,-N,S,sp4,spb3,rep3,JYA,3483,Y2019,B73xMo17,NA
HAV_6967,88055,HAV_6967_S120_R1_001.fastq.gz,CML323,-N,S,sp3,spb1,rep1,BRS,3502,Y2019,Ames 27097,mixed
HAV_6968,87199,HAV_6968_S128_R1_001.fastq.gz,CML323,-N,S,sp3,spb1,rep2,BRS,3502,Y2019,Ames 27097,mixed
HAV_6969,123382,HAV_6969_S73_R1_001.fastq.gz,CML323,-N,S,sp3,spb1,rep3,MAM,3502,Y2019,Ames 27097,mixed
HAV_6970,101977,HAV_6970_S81_R1_001.fastq.gz,DE1,-N,S,sp3,spb1,rep1,BRS,3503,Y2019,PI 606329,nss
HAV_6971,100886,HAV_6971_S89_R1_001.fastq.gz,DE1,-N,S,sp3,spb1,rep2,BRS,3503,Y2019,PI 606329,nss
HAV_6972,84600,HAV_6972_S97_R1_001.fastq.gz,DE1,-N,S,sp3,spb1,rep3,MAM,3503,Y2019,PI 606329,nss
HAV_6973,105285,HAV_6973_S105_R1_001.fastq.gz,IL677A,-N,S,sp3,spb1,rep1,BRS,3505,Y2019,Ames 27120,sweet
HAV_6974,119297,HAV_6974_S97_R1_001.fastq.gz,IL677A,-N,S,sp3,spb1,rep2,BRS,3505,Y2019,Ames 27120,sweet
HAV_6975,102135,HAV_6975_S121_R1_001.fastq.gz,IL677A,-N,S,sp3,spb1,rep3,MAM,3505,Y2019,Ames 27120,sweet
HAV_6976,98107,HAV_6976_S129_R1_001.fastq.gz,CI90C,-N,S,sp3,spb1,rep1,BRS,3507,Y2019,Ames 22440,mixed
HAV_6977,134195,HAV_6977_S74_R1_001.fastq.gz,CI90C,-N,S,sp3,spb1,rep2,BRS,3507,Y2019,Ames 22440,mixed
HAV_6978,110183,HAV_6978_S82_R1_001.fastq.gz,CI90C,-N,S,sp3,spb1,rep3,MAM,3507,Y2019,Ames 22440,mixed
HAV_6979,143499,HAV_6979_S90_R1_001.fastq.gz,H84,-N,S,sp3,spb1,rep1,ETR,3509,Y2019,PI 587128,mixed
HAV_6980,99682,HAV_6980_S98_R1_001.fastq.gz,H84,-N,S,sp3,spb1,rep2,ETR,3509,Y2019,PI 587128,mixed
HAV_6981,99225,HAV_6981_S106_R1_001.fastq.gz,H84,-N,S,sp3,spb1,rep3,MAM,3509,Y2019,PI 587128,mixed
HAV_6982,130073,HAV_6982_S98_R1_001.fastq.gz,H95,-N,S,sp3,spb1,rep1,ETR,3512,Y2019,Ames 19319,nss
HAV_6983,124689,HAV_6983_S122_R1_001.fastq.gz,H95,-N,S,sp3,spb1,rep2,ETR,3512,Y2019,Ames 19319,nss
HAV_6984,115206,HAV_6984_S130_R1_001.fastq.gz,H95,-N,S,sp3,spb1,rep3,MAM,3512,Y2019,Ames 19319,nss
HAV_6985,108403,HAV_6985_S75_R1_001.fastq.gz,B105,-N,S,sp3,spb1,rep1,ETR,3514,Y2019,PI 594048,mixed
HAV_6986,109471,HAV_6986_S83_R1_001.fastq.gz,B105,-N,S,sp3,spb1,rep2,ETR,3514,Y2019,PI 594048,mixed
HAV_6987,133439,HAV_6987_S91_R1_001.fastq.gz,B105,-N,S,sp3,spb1,rep3,MAM,3514,Y2019,PI 594048,mixed
HAV_6988,121848,HAV_6988_S99_R1_001.fastq.gz,NC324,-N,S,sp3,spb2,rep1,ETR,3516,Y2019,Ames 27158,ss
HAV_6989,95465,HAV_6989_S107_R1_001.fastq.gz,NC324,-N,S,sp3,spb2,rep2,ETR,3516,Y2019,Ames 27158,ss
HAV_6990,106274,HAV_6990_S115_R1_001.fastq.gz,NC324,-N,S,sp3,spb2,rep3,MAM,3516,Y2019,Ames 27158,ss
HAV_6991,100780,HAV_6991_S123_R1_001.fastq.gz,KI44,-N,S,sp3,spb2,rep1,TAS,3518,Y2019,Ames 27260,ts
HAV_6992,122517,HAV_6992_S131_R1_001.fastq.gz,KI44,-N,S,sp3,spb2,rep2,TAS,3518,Y2019,Ames 27260,ts
HAV_6993,95883,HAV_6993_S76_R1_001.fastq.gz,KI44,-N,S,sp3,spb2,rep3,MAM,3518,Y2019,Ames 27260,ts
HAV_6994,100817,HAV_6994_S84_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep1,TAS,3519,Y2019,B73xMo17,NA
HAV_6995,113256,HAV_6995_S92_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep2,TAS,3519,Y2019,B73xMo17,NA
HAV_6996,96025,HAV_6996_S100_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep3,MAM,3519,Y2019,B73xMo17,NA
HAV_6997,77695,HAV_6997_S108_R1_001.fastq.gz,NC358,-N,S,sp3,spb2,rep1,TAS,3521,Y2019,Ames 27175,ts
HAV_6998,86118,HAV_6998_S116_R1_001.fastq.gz,NC358,-N,S,sp3,spb2,rep2,TAS,3521,Y2019,Ames 27175,ts
HAV_6999,90162,HAV_6999_S124_R1_001.fastq.gz,NC358,-N,S,sp3,spb2,rep3,MAM,3521,Y2019,Ames 27175,ts
HAV_7000,112245,HAV_7000_S132_R1_001.fastq.gz,NC356,-N,S,sp3,spb2,rep1,TAS,3524,Y2019,Ames 27174,ts
HAV_7001,183496,HAV_7001_S1_R1_001.fastq.gz,NC356,-N,S,sp3,spb2,rep2,TAS,3524,Y2019,Ames 27174,ts
HAV_7002,150787,HAV_7002_S10_R1_001.fastq.gz,NC356,-N,S,sp3,spb2,rep3,MAM,3524,Y2019,Ames 27174,ts
HAV_7003,164390,HAV_7003_S19_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep1,SPD,3525,Y2019,B73xMo17,NA
HAV_7004,160975,HAV_7004_S28_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep2,SPD,3525,Y2019,B73xMo17,NA
HAV_7005,158138,HAV_7005_S37_R1_001.fastq.gz,CHECK,-N,S,sp3,spb2,rep3,GLI,3525,Y2019,B73xMo17,NA
HAV_7006,164134,HAV_7006_S45_R1_001.fastq.gz,NC230,-N,S,sp3,spb2,rep1,SPD,3528,Y2019,Ames 12731,nss
HAV_7007,164428,HAV_7007_S52_R1_001.fastq.gz,NC230,-N,S,sp3,spb2,rep2,SPD,3528,Y2019,Ames 12731,nss
HAV_7008,164333,HAV_7008_S59_R1_001.fastq.gz,NC230,-N,S,sp3,spb2,rep3,GLI,3528,Y2019,Ames 12731,nss
HAV_7009,100660,HAV_7009_S2_R1_001.fastq.gz,W22,-N,S,sp3,spb3,rep1,SPD,3530,Y2019,NSL 30053,nss
HAV_7010,122254,HAV_7010_S11_R1_001.fastq.gz,W22,-N,S,sp3,spb3,rep2,SPD,3530,Y2019,NSL 30053,nss
HAV_7011,111291,HAV_7011_S20_R1_001.fastq.gz,W22,-N,S,sp3,spb3,rep3,GLI,3530,Y2019,NSL 30053,nss
HAV_7012,132679,HAV_7012_S29_R1_001.fastq.gz,NC372,-N,S,sp3,spb3,rep1,SPD,3531,Y2019,Ames 27182,ss
HAV_7013,113553,HAV_7013_S99_R1_001.fastq.gz,NC372,-N,S,sp3,spb3,rep2,SPD,3531,Y2019,Ames 27182,ss
HAV_7014,69552,HAV_7014_S46_R1_001.fastq.gz,NC372,-N,S,sp3,spb3,rep3,GLI,3531,Y2019,Ames 27182,ss
HAV_7015,74326,HAV_7015_S53_R1_001.fastq.gz,OH603,-N,S,sp3,spb3,rep1,SPD,3534,Y2019,PI 573098,mixed
HAV_7016,100512,HAV_7016_S60_R1_001.fastq.gz,OH603,-N,S,sp3,spb3,rep2,SPD,3534,Y2019,PI 573098,mixed
HAV_7017,160998,HAV_7017_S3_R1_001.fastq.gz,OH603,-N,S,sp3,spb3,rep3,GLI,3534,Y2019,PI 573098,mixed
HAV_7018,145331,HAV_7018_S12_R1_001.fastq.gz,W401,-N,S,sp3,spb3,rep1,SPD,3536,Y2019,Ames 27194,nss
HAV_7019,157433,HAV_7019_S21_R1_001.fastq.gz,W401,-N,S,sp3,spb3,rep2,SPD,3536,Y2019,Ames 27194,nss
HAV_7020,154873,HAV_7020_S30_R1_001.fastq.gz,W401,-N,S,sp3,spb3,rep3,GLI,3536,Y2019,Ames 27194,nss
HAV_7021,143508,HAV_7021_S39_R1_001.fastq.gz,NC360,-N,S,sp3,spb3,rep1,MAM,3537,Y2019,Ames 27176,mixed
HAV_7022,133402,HAV_7022_S47_R1_001.fastq.gz,NC360,-N,S,sp3,spb3,rep2,MAM,3537,Y2019,Ames 27176,mixed
HAV_7023,171042,HAV_7023_S54_R1_001.fastq.gz,NC360,-N,S,sp3,spb3,rep3,GLI,3537,Y2019,Ames 27176,mixed
HAV_7024,148116,HAV_7024_S61_R1_001.fastq.gz,T234,-N,S,sp3,spb3,rep1,MAM,3539,Y2019,Ames 27190,nss
HAV_7025,152775,HAV_7025_S4_R1_001.fastq.gz,T234,-N,S,sp3,spb3,rep2,MAM,3539,Y2019,Ames 27190,nss
HAV_7026,145106,HAV_7026_S13_R1_001.fastq.gz,T234,-N,S,sp3,spb3,rep3,GLI,3539,Y2019,Ames 27190,nss
HAV_7027,161504,HAV_7027_S22_R1_001.fastq.gz,SG18,-N,S,sp3,spb3,rep1,MAM,3541,Y2019,PI 686066,popcorn
HAV_7028,153689,HAV_7028_S31_R1_001.fastq.gz,SG18,-N,S,sp3,spb3,rep2,MAM,3541,Y2019,PI 686066,popcorn
HAV_7029,116524,HAV_7029_S40_R1_001.fastq.gz,SG18,-N,S,sp3,spb3,rep3,GLI,3541,Y2019,PI 686066,popcorn
HAV_7033,161873,HAV_7033_S5_R1_001.fastq.gz,H91,-N,S,sp4,spb1,rep1,CHM,3545,Y2019,Ames 27114,ss
HAV_7034,161196,HAV_7034_S14_R1_001.fastq.gz,H91,-N,S,sp4,spb1,rep2,CHM,3545,Y2019,Ames 27114,ss
HAV_7035,170514,HAV_7035_S23_R1_001.fastq.gz,H91,-N,S,sp4,spb1,rep3,GEZ,3545,Y2019,Ames 27114,ss
HAV_7036,166388,HAV_7036_S32_R1_001.fastq.gz,B164,-N,S,sp4,spb1,rep1,GCS,3548,Y2019,Ames 27066,mixed
HAV_7037,129395,HAV_7037_S41_R1_001.fastq.gz,B164,-N,S,sp4,spb1,rep2,GCS,3548,Y2019,Ames 27066,mixed
HAV_7038,119266,HAV_7038_S48_R1_001.fastq.gz,B164,-N,S,sp4,spb1,rep3,GEZ,3548,Y2019,Ames 27066,mixed
HAV_7039,151497,HAV_7039_S55_R1_001.fastq.gz,B73,-N,S,sp4,spb1,rep1,CHM,3550,Y2019,PI 550473,ss
HAV_7040,143595,HAV_7040_S62_R1_001.fastq.gz,B73,-N,S,sp4,spb1,rep2,CHM,3550,Y2019,PI 550473,ss
HAV_7041,137748,HAV_7041_S6_R1_001.fastq.gz,B73,-N,S,sp4,spb1,rep3,GEZ,3550,Y2019,PI 550473,ss
HAV_7042,116702,HAV_7042_S15_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep1,GCS,3551,Y2019,B73xMo17,NA
HAV_7043,135382,HAV_7043_S24_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep2,GCS,3551,Y2019,B73xMo17,NA
HAV_7044,160914,HAV_7044_S33_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep3,GEZ,3551,Y2019,B73xMo17,NA
HAV_7045,132750,HAV_7045_S42_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep1,CHM,3553,Y2019,B73xMo17,NA
HAV_7046,105474,HAV_7046_S100_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep2,CHM,3553,Y2019,B73xMo17,NA
HAV_7047,116758,HAV_7047_S56_R1_001.fastq.gz,CHECK,-N,S,sp4,spb1,rep3,GEZ,3553,Y2019,B73xMo17,NA
HAV_7048,141910,HAV_7048_S63_R1_001.fastq.gz,A679,-N,S,sp4,spb1,rep1,GCS,3556,Y2019,PI 587142,ss
HAV_7049,131539,HAV_7049_S7_R1_001.fastq.gz,A679,-N,S,sp4,spb1,rep2,GCS,3556,Y2019,PI 587142,ss
HAV_7050,134235,HAV_7050_S16_R1_001.fastq.gz,A679,-N,S,sp4,spb1,rep3,GEZ,3556,Y2019,PI 587142,ss
HAV_7051,120026,HAV_7051_S25_R1_001.fastq.gz,NC342,-N,S,sp4,spb2,rep1,CHM,3558,Y2019,Ames 27167,nss
HAV_7052,113296,HAV_7052_S34_R1_001.fastq.gz,NC342,-N,S,sp4,spb2,rep2,CHM,3558,Y2019,Ames 27167,nss
HAV_7053,90507,HAV_7053_S43_R1_001.fastq.gz,NC342,-N,S,sp4,spb2,rep3,GEZ,3558,Y2019,Ames 27167,nss
HAV_7054,103457,HAV_7054_S50_R1_001.fastq.gz,MO17,-N,S,sp4,spb2,rep1,GCS,3559,Y2019,PI 558532,nss
HAV_7055,117700,HAV_7055_S57_R1_001.fastq.gz,MO17,-N,S,sp4,spb2,rep2,GCS,3559,Y2019,PI 558532,nss
HAV_7056,110246,HAV_7056_S64_R1_001.fastq.gz,MO17,-N,S,sp4,spb2,rep3,GEZ,3559,Y2019,PI 558532,nss
HAV_7057,177955,HAV_7057_S8_R1_001.fastq.gz,NC362,-N,S,sp4,spb2,rep1,CHM,3562,Y2019,Ames 27177,mixed
HAV_7058,172794,HAV_7058_S17_R1_001.fastq.gz,NC362,-N,S,sp4,spb2,rep2,CHM,3562,Y2019,Ames 27177,mixed
HAV_7059,146266,HAV_7059_S26_R1_001.fastq.gz,NC362,-N,S,sp4,spb2,rep3,NAP,3562,Y2019,Ames 27177,mixed
HAV_7060,174129,HAV_7060_S35_R1_001.fastq.gz,NC328,-N,S,sp4,spb2,rep1,GCS,3563,Y2019,Ames 27160,ss
HAV_7061,127952,HAV_7061_S44_R1_001.fastq.gz,NC328,-N,S,sp4,spb2,rep2,GCS,3563,Y2019,Ames 27160,ss
HAV_7062,137465,HAV_7062_S51_R1_001.fastq.gz,NC328,-N,S,sp4,spb2,rep3,NAP,3563,Y2019,Ames 27160,ss
HAV_7063,118276,HAV_7063_S58_R1_001.fastq.gz,NC310,-N,S,sp4,spb2,rep1,RAM,3566,Y2019,Ames 27151,ss
HAV_7064,180835,HAV_7064_S65_R1_001.fastq.gz,NC310,-N,S,sp4,spb2,rep2,RAM,3566,Y2019,Ames 27151,ss
HAV_7065,159600,HAV_7065_S66_R1_001.fastq.gz,NC310,-N,S,sp4,spb2,rep3,NAP,3566,Y2019,Ames 27151,ss
HAV_7066,149823,HAV_7066_S74_R1_001.fastq.gz,MO45,-N,S,sp4,spb2,rep1,RAM,3567,Y2019,PI 583350,mixed
HAV_7067,153718,HAV_7067_S82_R1_001.fastq.gz,MO45,-N,S,sp4,spb2,rep2,RAM,3567,Y2019,PI 583350,mixed
HAV_7068,143569,HAV_7068_S90_R1_001.fastq.gz,MO45,-N,S,sp4,spb2,rep3,NAP,3567,Y2019,PI 583350,mixed
HAV_7069,99365,HAV_7069_S98_R1_001.fastq.gz,NC260,-N,S,sp4,spb2,rep1,RAM,3569,Y2019,Ames 27140,nss
HAV_7070,143606,HAV_7070_S106_R1_001.fastq.gz,NC260,-N,S,sp4,spb2,rep2,RAM,3569,Y2019,Ames 27140,nss
HAV_7072,130807,HAV_7072_S121_R1_001.fastq.gz,WF9,-N,S,sp4,spb3,rep1,RAM,3571,Y2019,Ames 19293,nss
HAV_7073,160305,HAV_7073_S67_R1_001.fastq.gz,WF9,-N,S,sp4,spb3,rep2,RAM,3571,Y2019,Ames 19293,nss
HAV_7074,140639,HAV_7074_S75_R1_001.fastq.gz,WF9,-N,S,sp4,spb3,rep3,NAP,3571,Y2019,Ames 19293,nss
HAV_7075,149125,HAV_7075_S83_R1_001.fastq.gz,SD40,-N,S,sp4,spb3,rep1,WIH,3573,Y2019,PI 606768,mixed
HAV_7076,151841,HAV_7076_S91_R1_001.fastq.gz,SD40,-N,S,sp4,spb3,rep2,WIH,3573,Y2019,PI 606768,mixed
HAV_7077,109056,HAV_7077_S99_R1_001.fastq.gz,SD40,-N,S,sp4,spb3,rep3,BRA,3573,Y2019,PI 606768,mixed
HAV_7078,94329,HAV_7078_S107_R1_001.fastq.gz,CO109,-N,S,sp4,spb3,rep1,WIH,3576,Y2019,PI 587125,nss
HAV_7079,153169,HAV_7079_S114_R1_001.fastq.gz,CO109,-N,S,sp4,spb3,rep2,WIH,3576,Y2019,PI 587125,nss
HAV_7080,146947,HAV_7080_S122_R1_001.fastq.gz,CO109,-N,S,sp4,spb3,rep3,BRA,3576,Y2019,PI 587125,nss
HAV_7081,160578,HAV_7081_S68_R1_001.fastq.gz,33-16,-N,S,sp4,spb3,rep1,WIH,3578,Y2019,Ames 26771,nss
HAV_7082,121585,HAV_7082_S76_R1_001.fastq.gz,33-16,-N,S,sp4,spb3,rep2,WIH,3578,Y2019,Ames 26771,nss
HAV_7083,147317,HAV_7083_S84_R1_001.fastq.gz,33-16,-N,S,sp4,spb3,rep3,BRA,3578,Y2019,Ames 26771,nss
HAV_7084,122138,HAV_7084_S92_R1_001.fastq.gz,A214N,-N,S,sp4,spb3,rep1,WIH,3580,Y2019,Ames 31536,mixed
HAV_7085,118590,HAV_7085_S100_R1_001.fastq.gz,A214N,-N,S,sp4,spb3,rep2,WIH,3580,Y2019,Ames 31536,mixed
